scenario_id,Concentration_liquide_chimique_kg,Temperature_C,Temps_reaction_min,Heating_rate_C_min,Taille_particules_mm,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Valuable_Yield_pct,model,pareto_nondominated
47,41.73798542978791,447.9884401778559,28.691364047972133,18.0,2.4759051921629203,27.143288948236552,54.61284425805243,18.24386679371102,1.8255003315056937,0.12239229626230627,0.22373946933389008,0.0491508660825032,0.02044084870981048,2.2412238118942036,72.85671105176345,Sélection automatique par sortie,False
48,46.50320280364001,520.136676563104,29.677079784902443,14.894083737517327,3.5469385579574553,24.9523481142012,55.845520846604344,19.202131039194455,2.9214470987646655,0.1934570217981286,0.35078409475382033,0.09249247989916162,0.02981049175272,3.5879911869684964,75.0476518857988,Sélection automatique par sortie,False
49,37.46779543488265,541.2985699116884,28.78934212956174,15.031935373236232,3.9,23.56225889642592,56.859010642098475,19.578730461475615,3.12458891955601,0.2034337047314898,0.39420873528676437,0.0996074882660766,0.03030727988630707,3.8521461277266478,76.4377411035741,Sélection automatique par sortie,False
50,48.05751630351815,498.72428632162655,28.113527732190953,10.733132014299846,1.5,25.910575996437075,55.81124311430518,18.278180889257747,2.662727277181389,0.1777137338799889,0.3264452843348178,0.08330590149225284,0.024564179006142123,3.2747563758945906,74.08942400356293,Sélection automatique par sortie,False
51,52.59279374198926,510.43111975859426,28.845225694553534,21.88305627709459,2.6968797373628663,24.275114012450626,55.88255666039279,19.842329327156587,2.8226180649162487,0.19187972042060356,0.34423699888877884,0.09016957123744702,0.029027458622970057,3.4779318140860482,75.72488598754937,Sélection automatique par sortie,False
52,64.20825269059816,437.65463705115724,29.5,12.135735884378734,1.5307886464204021,29.341059095536654,52.99156002659787,17.667380877865487,1.795882050117611,0.12610949560149415,0.22827602957194806,0.0520183823732163,0.02552284549715817,2.227808803161427,70.65894090446335,Sélection automatique par sortie,False
53,68.26704398471345,528.2387329583809,15.069878557834482,14.076124964440885,2.34,24.863447841098985,55.94869717529258,19.18785498360843,3.2182024477769975,0.22544471192003684,0.39981014291822714,0.1095735291036822,0.034403119641057855,3.9874339513600012,75.13655215890101,Sélection automatique par sortie,False
54,48.157772019195306,513.6049150924406,20.307718714721037,14.43318278254771,3.5,25.3054203252509,55.77518783040523,18.919391844343863,2.7146828663614344,0.1841300365763499,0.3283678010546278,0.08797501910644881,0.029496040558577304,3.344651763657439,74.6945796747491,Sélection automatique par sortie,False
55,39.468032165964864,499.55922480743976,20.663794238705115,17.29,3.984806457268139,25.332340711540915,55.576410989257475,19.091248299201617,2.393284925150403,0.16023324417026033,0.29154981119794376,0.07350689861204361,0.025145478753642946,2.9437203578842936,74.66765928845909,Sélection automatique par sortie,False
56,27.27,495.63939121458424,11.639547601047504,16.11,1.6267099014527469,23.799219893398536,57.032007958121916,19.168772148479547,2.145151005374349,0.15033463368575756,0.28690570981616703,0.06740862257483884,0.02548080761530545,2.675280779066418,76.20078010660146,Sélection automatique par sortie,False
57,57.160831390045,517.0373838761326,15.93,17.93,2.44,24.508021680237444,55.93051653657416,19.561461783188385,2.870026964524523,0.19712821773961176,0.34718462578716947,0.09404988739747688,0.030651770122488292,3.5390414655712696,75.49197831976255,Sélection automatique par sortie,False
58,63.685246767011265,440.54041064833126,23.176379648361788,11.67240101832267,3.2208043523114114,29.609766031204693,52.554007625675325,17.836226343119986,1.7861645010383946,0.12495667705890388,0.20731381652577416,0.05122070528209757,0.023749846423449,2.193405546328619,70.39023396879531,Sélection automatique par sortie,False
59,23.09211124574519,504.8776507096873,14.119649619746156,23.43,1.9,22.11632872653302,57.67110902981494,20.21256224365203,2.1512496610548713,0.14574986675933035,0.28758906899691306,0.06675840252759947,0.02367650045866572,2.67502349979738,77.88367127346697,Sélection automatique par sortie,True
60,53.2818570217877,361.95795797182456,19.82730650368572,13.514047588414293,1.856821635018186,31.578122190438837,51.4633672114853,16.958510598075865,0.7482674168011416,0.05235340806582832,0.09453296148517953,0.00876477120131084,0.010933766349227212,0.9148523239026874,68.42187780956117,Sélection automatique par sortie,False
61,24.161695501034064,401.72567457373447,23.093922035173733,23.71,4.07,27.95163735165485,53.88060664221833,18.16775600612683,1.0774874722363461,0.07242354175481246,0.10853468635808658,0.020030198440790806,0.011845085020135905,1.290320983810172,72.04836264834516,Sélection automatique par sortie,False
62,50.38703816688789,477.6607730352489,15.131234054753463,14.81891531371754,4.124492951599577,27.187734915875097,54.36590547902778,18.446359605097108,2.1817061313330868,0.15103400167804404,0.27110940805011985,0.06571087706488381,0.024968525626358918,2.6945289437524935,72.81226508412489,Sélection automatique par sortie,False
63,41.44685717865077,534.27164245699,14.91,15.335263409242332,2.58,23.2048205016586,57.05138302542366,19.74379647291775,2.8607091858439224,0.19661586525658462,0.3643086526100015,0.09631793048478951,0.03113246671877718,3.5490841009140754,76.79517949834141,Sélection automatique par sortie,False
64,59.08852859580966,429.6739907508602,16.44588821753203,9.638472791183114,2.79,29.715001758950574,53.08226201062969,17.202736230419745,1.64386172556675,0.11651018253597713,0.17686908804144877,0.04490643040495207,0.018467205900988905,2.000614632450117,70.28499824104944,Sélection automatique par sortie,False
